divipola,municipio,departamento,mmi_max,mmi_media,vs30_medio,pob_total,pob_cabecera,pob_rural,def_cualitativo,def_habitacional,menciones,menciones_nacional,menciones_regional,indice,rank,desliz_max,desliz_km2,licuef_max,licuef_km2,licuef_frac
63594,QUIMBAYA,QUINDIO,7.599999904632568,7.33759355545044,417.4744262695313,31350.0,25378.0,5972.0,17.2448673248291,21.341155529022217,6,6,0,319674.34031118895,17,0.0146,0.0,0.0533,0.0,0.0
27361,ISTMINA,CHOCÓ,7.0,6.773040771484375,312.5339660644531,36717.0,26467.0,10250.0,66.87265014648438,99.28510665893556,8,8,0,309365.2944363699,18,0.0106,0.0,0.4262,177.25888377708404,0.0944917660420215
76895,ZARZAL,VALLE DEL CAUCA,7.199999809265137,6.928158283233643,349.07525634765625,43993.0,34159.0,9834.0,28.400362014770508,30.697394609451297,0,0,0,300175.2942248434,19,0.004,0.0,0.3447,45.16692711627622,0.1230412071967498
17873,VILLAMARÍA,CALDAS,7.699999809265137,6.501096725463867,763.1185302734375,74463.0,66008.0,8455.0,18.449657440185547,22.52717447280884,1,0,1,280227.05276353663,20,0.109,0.0532628857503257,0.0126,0.0,0.0
63190,CIRCASIA,QUINDIO,7.5,7.235555171966553,463.5189208984375,28971.0,21536.0,7435.0,20.88460350036621,26.32745885848999,0,0,0,274738.9884388281,21,0.0097,0.0,0.0446,0.0,0.0
66400,LA VIRGINIA,RISARALDA,7.599999904632568,7.296875,457.6343994140625,28386.0,27764.0,622.0,13.46460247039795,15.888913869857788,0,0,0,265376.2296652955,22,0.0139,0.0,0.396,3.195773145019544,0.0980392156862745
63401,LA TEBAIDA,QUINDIO,7.400000095367432,7.048276901245117,393.0321960449219,33758.0,30338.0,3420.0,16.572542190551758,23.13534641265869,0,0,0,253283.51973581396,23,0.006,0.0,0.2268,0.6391546290039088,0.0072115384615384
76400,LA UNIÓN,VALLE DEL CAUCA,7.300000190734863,6.787805080413818,530.3780517578125,34699.0,28254.0,6445.0,22.726398468017575,26.45645046234131,0,0,0,203905.6740770434,24,0.0158,0.0,0.3655,23.435669730143324,0.1950354609929078
76622,ROLDANILLO,VALLE DEL CAUCA,7.199999809265137,6.592703819274902,578.2433471679688,38639.0,30066.0,8573.0,25.11884307861328,27.04886782169342,7,7,0,172396.06260634225,25,0.0094,0.0,0.329,30.040267563183715,0.1280653950953678
17042,ANSERMA,CALDAS,7.300000190734863,6.555238723754883,674.8342895507812,37352.0,22190.0,15162.0,34.072635650634766,39.57120323181152,0,0,0,169080.9802817869,26,0.0423,0.0,0.1199,0.0,0.0
76020,ALCALÁ,VALLE DEL CAUCA,7.699999809265137,7.363076686859131,451.7692260742187,14335.0,10752.0,3583.0,18.656892776489254,29.983447074890137,3,3,0,161315.59237703128,27,0.0148,0.0,0.0885,0.0,0.0
76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,6.800000190734863,5.851702690124512,686.2796630859375,132250.0,114352.0,17898.0,16.782825469970703,21.15531349182129,0,0,0,158329.25884677866,28,0.027,0.0,0.2504,4.0479793170247556,0.0048994326972666
17524,PALESTINA,CALDAS,7.400000095367432,7.0714287757873535,561.7098388671875,15966.0,5828.0,10138.0,49.468318939208984,57.75365352630615,0,0,0,157560.65029539072,29,0.0342,0.0,0.0876,0.0,0.0
27250,EL LITORAL DEL SAN JUAN,CHOCÓ,6.900000095367432,6.451510429382324,406.0204772949219,27635.0,1741.0,25894.0,8.002481460571289,99.19355201721191,10,10,0,152119.73307014292,30,0.0652,0.0,0.4424,672.1776181691108,0.1631081011218528
27077,BAJO BAUDÓ,CHOCÓ,6.900000095367432,6.32408332824707,386.8679809570313,35053.0,7317.0,27736.0,19.827587127685547,89.42006301879883,1,1,0,147342.75612325547,31,0.0147,0.0,0.4292,419.7115397125668,0.1208959803620742
76041,ANSERMANUEVO,VALLE DEL CAUCA,7.699999809265137,6.8980584144592285,636.5770874023438,17825.0,11006.0,6819.0,40.27309799194336,43.81982612609863,0,0,0,137849.8288154428,32,0.0323,0.0,0.3808,12.783092580078176,0.0419874037788663
76892,YUMBO,VALLE DEL CAUCA,6.699999809265137,5.862930774688721,645.8758544921875,115667.0,98767.0,16900.0,19.36482810974121,25.57117986679077,5,3,2,133331.5670143185,33,0.0026,0.0,0.2841,1.7044123440104235,0.0074005550416281
05360,ITAGÜÍ,ANTIOQUIA,6.0,5.542105197906494,583.1578979492188,306397.0,277025.0,29372.0,16.88581085205078,18.719823837280273,0,0,0,130635.41988030588,34,0.0009,0.0,0.0,0.0,0.0
66440,MARSELLA,RISARALDA,7.5,6.930463790893555,689.0489501953125,17320.0,9332.0,7988.0,33.42723083496094,37.42723083496094,2,2,0,126305.5880663516,35,0.0109,0.0,0.0412,0.0,0.0
76113,BUGALAGRANDE,VALLE DEL CAUCA,7.0,6.562562465667725,465.5190734863281,25527.0,13894.0,11633.0,38.08734130859375,45.53620815277099,0,0,0,125214.89425428104,36,0.0055,0.0,0.3411,24.927030531152443,0.0630048465266559
76364,JAMUNDÍ,VALLE DEL CAUCA,6.400000095367432,5.46855354309082,560.4592895507812,196875.0,150381.0,46494.0,23.49498748779297,27.816952228546143,1,1,0,123844.94594274876,37,0.016,0.0,0.3819,73.50278233544951,0.1171477079796264
27430,MEDIO BAUDÓ,CHOCÓ,6.900000095367432,6.631349563598633,338.6468200683594,17617.0,2307.0,15310.0,13.290938377380373,99.58664608001708,0,0,0,121850.09900287406,38,0.0226,0.0,0.4203,184.92873932513095,0.1350552357242881
76497,OBANDO,VALLE DEL CAUCA,7.599999904632568,7.123148441314697,451.8805236816406,12558.0,9626.0,2932.0,33.79007339477539,40.04653644561768,6,6,0,120713.35837036396,39,0.018,0.0,0.3789,20.87905121412769,0.097029702970297
17614,RIOSUCIO,CALDAS,6.699999809265137,6.133766174316406,706.964111328125,52118.0,20610.0,31508.0,41.91313934326172,48.26487445831299,0,0,0,113883.19253854832,40,0.0314,0.0,0.0019,0.0,0.0
76736,SEVILLA,VALLE DEL CAUCA,7.099999904632568,6.204494476318359,662.1011352539062,44172.0,34327.0,9845.0,22.64179801940918,30.301177501678467,2,2,0,110143.56068304477,41,0.1329,0.1597886572509772,0.096,0.0,0.0
76122,CAICEDONIA,VALLE DEL CAUCA,7.099999904632568,6.455621242523193,603.6964721679688,30248.0,25425.0,4823.0,20.62187957763672,25.769550323486328,0,0,0,109912.2461525732,42,0.0087,0.0,0.1283,0.0,0.0
76036,ANDALUCÍA,VALLE DEL CAUCA,6.900000095367432,6.6133928298950195,408.28662109375,25109.0,20021.0,5088.0,19.632869720458984,22.84526038169861,0,0,0,108950.50575776584,43,0.0022,0.0,0.2798,3.62187623102215,0.0327552986512524
76248,EL CERRITO,VALLE DEL CAUCA,6.699999809265137,5.934978008270264,567.5990600585938,56397.0,37017.0,19380.0,36.97007369995117,39.85490703582764,0,0,0,108845.50732175412,44,0.0067,0.0,0.21,0.2130515430013029,0.0004837929366231
63272,FILANDIA,QUINDIO,7.400000095367432,7.196295738220215,493.7814636230469,12345.0,6795.0,5550.0,14.947683334350586,22.89486837387085,3,3,0,108835.9868597364,45,0.0218,0.0,0.0066,0.0,0.0
73268,ESPINAL,TOLIMA,6.099999904632568,6.052777290344238,273.2055358886719,71952.0,51793.0,20159.0,27.45669937133789,31.26546573638916,1,1,0,108716.18128872328,46,0.0023,0.0,0.1148,0.0,0.0
27787,TADÓ,CHOCÓ,7.0,6.504184246063232,610.12109375,19486.0,11436.0,8050.0,61.4310302734375,81.88253211975098,3,3,0,106564.31131479684,47,0.1731,1.438097915258795,0.329,9.800370978059934,0.0137108792846497
27450,MEDIO SAN JUAN,CHOCÓ,7.0,6.859731674194336,299.28204345703125,11296.0,2632.0,8664.0,40.41339874267578,97.6122589111328,0,0,0,105676.37470285004,48,0.0059,0.0,0.4269,177.68498686308666,0.2678227360308285
19573,PUERTO TEJADA,CAUCA,6.5,6.261467933654785,225.65687561035156,43709.0,37405.0,6304.0,25.69535446166992,28.692503690719604,1,0,1,101324.00922526282,49,0.0,0.0,0.3429,42.18420551425798,0.3889980353634578
76403,LA VICTORIA,VALLE DEL CAUCA,7.300000190734863,7.0128302574157715,409.8849182128906,12765.0,9883.0,2882.0,30.455455780029297,33.13313341140747,0,0,0,99405.3999382472,50,0.0038,0.0,0.294,6.817649376041694,0.0257441673370876
76318,GUACARÍ,VALLE DEL CAUCA,6.699999809265137,6.208695411682129,476.1689758300781,34739.0,22272.0,12467.0,38.848289489746094,44.28529644012451,0,0,0,98890.9180186446,51,0.0168,0.0,0.2196,1.9174638870117264,0.0117340286831812
27205,CONDOTO,CHOCÓ,7.0,6.734541893005371,465.525390625,12620.0,9710.0,2910.0,64.79312896728516,83.55451393127441,2,2,0,96046.66330070894,52,0.1731,0.2663144287516287,0.4023,34.08824688020847,0.0727934485896269
17486,NEIRA,CALDAS,7.199999809265137,6.552138805389404,676.39599609375,21492.0,12752.0,8740.0,29.05184555053711,36.61840343475342,1,0,1,95819.13200658912,53,0.0445,0.0,0.052,0.0,0.0
66088,BELÉN DE UMBRÍA,RISARALDA,7.099999904632568,6.454395294189453,709.2296752929688,25277.0,13413.0,11864.0,35.767791748046875,39.35465431213379,4,4,0,94849.81771635292,54,0.036,0.0,0.1432,0.0,0.0
76823,TORO,VALLE DEL CAUCA,7.5,6.773863315582275,618.098876953125,14922.0,10513.0,4409.0,34.02927780151367,37.65298795700073,1,0,1,93862.84838894432,55,0.0163,0.0,0.3758,15.339711096093811,0.0876979293544458
17877,VITERBO,CALDAS,7.5,7.019298553466797,484.62017822265625,12613.0,10818.0,1795.0,19.051130294799805,21.386430263519287,1,1,0,92476.09509908623,56,0.0059,0.0,0.3085,11.291731779069057,0.1003787878787878
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",5.699999809265137,4.619656085968018,588.860107421875,7945996.0,7914911.0,31085.0,10.207573890686035,14.063639402389526,0,0,0,91482.25662554702,57,0.0018,0.0,0.0,0.0,0.0
27025,ALTO BAUDÓ,CHOCÓ,6.900000095367432,6.071567535400391,474.02093505859375,29358.0,3149.0,26209.0,2.9959895610809326,99.5753734111786,1,1,0,82576.93388470524,58,0.016,0.0,0.4157,56.45865889534528,0.0275811823480433
27050,ATRATO,CHOCÓ,7.5,7.093838691711426,293.64764404296875,6532.0,2987.0,3545.0,61.899314880371094,98.0549201965332,7,1,6,82499.38661201995,59,0.0041,0.0,0.4174,78.61601936748079,0.1867408906882591
27810,UNIÓN PANAMERICANA,CHOCÓ,7.0,6.960345268249512,284.37872314453125,7322.0,3033.0,4289.0,69.52191162109375,95.5179271697998,0,0,0,77151.59886535045,60,0.0036,0.0,0.3803,7.2437524620443,0.0408163265306122
66594,QUINCHÍA,RISARALDA,6.699999809265137,6.2105631828308105,758.4513549804688,28053.0,8208.0,19845.0,46.893550872802734,58.184937477111816,0,0,0,74274.90285062004,61,0.0374,0.0,0.0007,0.0,0.0
76845,ULLOA,VALLE DEL CAUCA,7.800000190734863,7.478570938110352,415.0499572753906,5601.0,2697.0,2904.0,26.084300994873047,35.858277320861816,2,2,0,74253.78155903188,62,0.0164,0.0,0.2386,0.4261030860026059,0.0101522842639593
27600,RÍO QUITO,CHOCÓ,7.699999809265137,6.825212478637695,330.4596252441406,8477.0,2190.0,6287.0,31.615461349487305,81.11992073059082,0,0,0,72414.10611858607,63,0.0068,0.0,0.4299,159.3625541649746,0.2284667073915699
27491,NÓVITA,CHOCÓ,7.0,6.669684410095215,486.6629333496094,10016.0,3721.0,6295.0,37.76041793823242,87.42559814453125,15,15,0,72255.78264135281,64,0.0486,0.0,0.4202,132.30500820380914,0.140307275192047
27413,LLORÓ,CHOCÓ,7.099999904632568,6.58167839050293,484.8683166503906,10485.0,3428.0,7057.0,41.47982025146485,92.0964126586914,0,0,0,69974.74819366954,65,0.067,0.0,0.3859,60.71968975537134,0.0720242608036391
17616,RISARALDA,CALDAS,7.199999809265137,6.6875,674.2715454101562,11079.0,4944.0,6135.0,46.286231994628906,54.015700817108154,60,57,3,65564.2976344593,66,0.0149,0.0,0.0318,0.0,0.0
66687,SANTUARIO,RISARALDA,7.5,6.564974784851074,728.2142333984375,12968.0,6836.0,6132.0,40.39345932006836,46.34644842147827,0,0,0,63539.91269928205,67,0.0575,0.0,0.347,3.408824688020847,0.0177777777777777
17088,BELALCÁZAR,CALDAS,7.300000190734863,6.743363380432129,722.5628662109375,10327.0,4897.0,5430.0,37.77629089355469,45.61286163330078,0,0,0,62192.876072184714,68,0.0128,0.0,0.1378,0.0,0.0
73319,GUAMO,TOLIMA,6.199999809265137,6.053529262542725,284.87371826171875,33934.0,17284.0,16650.0,42.82065200805664,47.3362512588501,0,0,0,58611.5860056378,69,0.0028,0.0,0.2781,16.831071897102934,0.0333192745676929
17380,LA DORADA,CALDAS,6.099999904632568,5.802372455596924,313.14581298828125,71480.0,63028.0,8452.0,21.824329376220703,30.9676570892334,0,0,0,57363.46010281562,70,0.0022,0.0,0.4055,67.11123604541042,0.1223300970873786
27135,EL CANTÓN DEL SAN PABLO,CHOCÓ,7.0,6.82611083984375,320.6253356933594,6585.0,2956.0,3629.0,59.48126983642578,87.95389175415039,0,0,0,56277.67517456603,71,0.004,0.0,0.3903,43.03641168626319,0.1135469364811692
76670,SAN PEDRO,VALLE DEL CAUCA,6.800000190734863,6.272329807281494,522.957275390625,17244.0,8466.0,8778.0,45.78362655639648,50.12340450286865,0,0,0,56107.75408532811,72,0.0072,0.0,0.3222,8.735113263053421,0.0432489451476793
05615,RIONEGRO,ANTIOQUIA,6.0,5.546231746673584,400.0079956054687,156303.0,98864.0,57439.0,16.546525955200195,18.55025625228882,0,0,0,55845.01646335136,73,0.0009,0.0,0.2805,2.982721602018241,0.0151843817787418
19845,VILLA RICA,CAUCA,6.300000190734863,6.149999618530273,224.8333282470703,23909.0,16186.0,7723.0,57.548789978027344,59.71896958351135,0,0,0,54740.91913959593,74,0.0,0.0,0.3446,48.788803347298376,0.6026315789473684
05034,ANDES,ANTIOQUIA,6.5,5.875124454498291,777.5492553710938,45436.0,22394.0,23042.0,52.54792785644531,54.90742325782776,0,0,0,54713.6920004012,75,0.0271,0.0,0.0109,0.0,0.0
27160,CÉRTEGUI,CHOCÓ,7.099999904632568,6.946682929992676,317.1054382324219,6063.0,3455.0,2608.0,39.306358337402344,70.01445007324219,1,1,0,54693.233971451344,76,0.0059,0.0,0.3916,42.823360143261894,0.1008529854490717
05001,MEDELLÍN,ANTIOQUIA,5.800000190734863,4.823157787322998,726.828125,2526795.0,2478217.0,48578.0,12.979388236999512,15.004132986068726,48,47,1,54374.11869233865,77,0.0016,0.0,0.0,0.0,0.0
66572,PUEBLO RICO,RISARALDA,6.800000190734863,6.218387126922607,788.5924682617188,18544.0,3657.0,14887.0,33.84763717651367,70.20250701904297,0,0,0,53610.94519289975,78,0.1551,0.1597886572509772,0.0221,0.0,0.0
66075,BALBOA,RISARALDA,7.599999904632568,6.913444995880127,612.9403076171875,6601.0,1738.0,4863.0,40.10056686401367,48.64865016937256,0,0,0,52469.37793191892,79,0.0084,0.0,0.413,9.800370978059934,0.082437275985663
25307,GIRARDOT,CUNDINAMARCA,6.099999904632568,5.53636360168457,504.8666687011719,104326.0,100704.0,3622.0,16.480606079101562,22.4440393447876,1,1,0,48754.65536888864,80,0.0022,0.0,0.1729,0.0,0.0
27073,BAGADÓ,CHOCÓ,7.0,6.233621120452881,673.5552368164062,12936.0,2513.0,10423.0,30.591054916381836,88.33865928649902,0,0,0,46849.80957806416,81,0.1285,0.4793659717529316,0.2885,4.261030860026059,0.0052812252442566
19698,SANTANDER DE QUILICHAO,CAUCA,6.199999809265137,5.238372325897217,507.1765747070313,130768.0,60193.0,70575.0,34.027896881103516,43.29483509063721,2,2,0,46708.460576513215,82,0.0012,0.0,0.3864,24.074824359147232,0.0466749277158199
76828,TRUJILLO,VALLE DEL CAUCA,6.900000095367432,6.14488410949707,732.1151733398438,20058.0,10051.0,10007.0,43.18393325805664,52.427005767822266,12,10,2,46216.747633944586,83,0.0057,0.0,0.2811,0.6391546290039088,0.0020833333333333
17777,SUPÍA,CALDAS,6.5,5.954167366027832,779.7666625976562,31774.0,16130.0,15644.0,41.7744255065918,43.86973190307617,0,0,0,44680.17928823129,84,0.0265,0.0,0.0669,0.0,0.0
27425,MEDIO ATRATO,CHOCÓ,6.900000095367432,6.223803997039795,372.2623901367187,11341.0,794.0,10547.0,9.19377613067627,99.2456407546997,0,0,0,43997.47776623034,85,0.0073,0.0,0.4399,424.1856221155942,0.2340975896531452
76100,BOLÍVAR,VALLE DEL CAUCA,7.099999904632568,6.194346904754639,755.9143676757812,15958.0,5013.0,10945.0,52.36824417114258,59.08383226394653,0,0,0,42754.163579129614,86,0.0859,0.0,0.3138,4.6871339460286645,0.006312769010043
73275,FLANDES,TOLIMA,6.199999809265137,6.055102348327637,259.4459228515625,29156.0,25209.0,3947.0,22.12543487548828,26.69860553741455,0,0,0,42641.4322315396,87,0.0012,0.0,0.2347,1.9174638870117264,0.0197802197802197
66045,APÍA,RISARALDA,6.900000095367432,6.398648738861084,775.2216796875,12698.0,5919.0,6779.0,35.900306701660156,41.16493844985962,0,0,0,42596.529215992894,88,0.0282,0.0,0.0,0.0,0.0
76243,EL ÁGUILA,VALLE DEL CAUCA,7.0,6.475132465362549,814.3978271484375,9164.0,2732.0,6432.0,54.24757385253906,67.43527603149414,0,0,0,41504.955340833534,89,0.0467,0.0,0.0,0.0,0.0
27580,RÍO IRÓ,CHOCÓ,7.0,6.628792762756348,530.3368530273438,5848.0,1548.0,4300.0,39.230201721191406,92.96817398071288,0,0,0,40331.88693467957,90,0.1461,0.5326288575032574,0.385,13.635298752083388,0.0421607378129117
17272,FILADELFIA,CALDAS,7.099999904632568,6.390625,673.0380249023438,10931.0,4180.0,6751.0,46.46345138549805,48.94939398765564,0,0,0,39319.641200828504,91,0.0539,0.0,0.0552,0.0,0.0
66318,GUÁTICA,RISARALDA,6.900000095367432,6.286274433135986,718.8019409179688,12461.0,4058.0,8403.0,54.048683166503906,59.09090852737427,3,3,0,39129.53338235869,92,0.0096,0.0,0.0025,0.0,0.0
76616,RIOFRÍO,VALLE DEL CAUCA,6.900000095367432,6.1297125816345215,678.40673828125,16207.0,8159.0,8048.0,45.27468490600586,53.726470947265625,1,1,0,39002.07673445919,93,0.0051,0.0,0.3146,7.669855548046906,0.0248962655601659
66383,LA CELIA,RISARALDA,7.0,6.594565391540527,730.0479125976562,7700.0,3145.0,4555.0,40.35832214355469,52.805280685424805,1,1,0,38659.05273841876,94,0.1523,0.1597886572509772,0.0,0.0,0.0
63690,SALENTO,QUINDIO,7.199999809265137,6.390857219696045,747.88916015625,10372.0,4257.0,6115.0,27.77202033996582,41.83074188232422,11,11,0,36993.5116436606,95,0.0671,0.0,0.0183,0.0,0.0
19300,GUACHENÉ,CAUCA,6.199999809265137,6.001979827880859,260.02081298828125,20437.0,6520.0,13917.0,63.113006591796875,70.40816354751587,0,0,0,36642.84129854723,96,0.0008,0.0,0.2847,16.618020354101628,0.1663113006396588
76233,DAGUA,VALLE DEL CAUCA,6.300000190734863,5.6314191818237305,761.2608642578125,60038.0,13529.0,46509.0,42.50650405883789,56.08692455291748,1,1,0,35676.952081085394,97,0.0089,0.0,0.0054,0.0,0.0
76563,PRADERA,VALLE DEL CAUCA,6.400000095367432,5.514166831970215,641.4358520507812,50067.0,44163.0,5904.0,22.23756980895996,29.158186435699463,0,0,0,34325.30515267153,98,0.0187,0.0,0.1461,0.0,0.0
66456,MISTRATÓ,RISARALDA,6.599999904632568,6.064955711364746,806.8658447265625,18515.0,4715.0,13800.0,30.417625427246097,50.50970077514648,0,0,0,34250.98492747355,99,0.178,2.396829858764658,0.0,0.0,0.0
05266,ENVIGADO,ANTIOQUIA,6.0,5.316249847412109,676.9837646484375,268381.0,257546.0,10835.0,6.636229515075684,7.326440334320068,0,0,0,34126.06481334478,100,0.0015,0.0,0.0,0.0,0.0
76890,YOTOCO,VALLE DEL CAUCA,6.800000190734863,6.047720432281494,622.1775512695312,16843.0,9223.0,7620.0,37.6275749206543,44.96437454223633,2,2,0,32137.39064984837,101,0.0029,0.0,0.3356,5.75239166103518,0.0176933158584534
73504,ORTEGA,TOLIMA,6.199999809265137,5.653814315795898,574.7561645507812,36604.0,7756.0,28848.0,57.75350189208984,72.30589866638184,6,6,0,31890.865111993393,102,0.0046,0.0,0.2181,0.8522061720052118,0.0008940545373267
76126,CALIMA,VALLE DEL CAUCA,6.900000095367432,5.983691215515137,706.3878784179688,19402.0,12804.0,6598.0,20.61380195617676,35.08958721160889,1,1,0,31534.07954594714,103,0.1681,0.2663144287516287,0.2822,1.7044123440104235,0.0021499596882558
17665,SAN JOSÉ,CALDAS,7.300000190734863,6.701666355133057,678.9550170898438,4960.0,1533.0,3427.0,51.387054443359375,56.34081935882568,0,0,0,30737.358747647948,104,0.006,0.0,0.0753,0.0,0.0
73217,COYAIMA,TOLIMA,6.199999809265137,5.778195381164551,381.7395629882813,23765.0,4300.0,19465.0,78.94330596923828,83.74787902832031,0,0,0,30186.5418788283,105,0.0021,0.0,0.3307,28.122803676171987,0.0420114576702737
76054,ARGELIA,VALLE DEL CAUCA,7.0,6.677527904510498,655.6888427734375,5538.0,3065.0,2473.0,41.33949279785156,45.38106346130371,0,0,0,29849.267872036973,106,0.0419,0.0,0.0,0.0,0.0
76863,VERSALLES,VALLE DEL CAUCA,6.900000095367432,6.465325832366943,723.6678466796875,7441.0,4471.0,2970.0,36.41644287109375,45.174262046813965,2,1,1,28922.08042087206,107,0.0265,0.0,0.0009,0.0,0.0
73671,SALDAÑA,TOLIMA,6.199999809265137,6.086082458496094,250.8783416748047,14826.0,8751.0,6075.0,51.413429260253906,56.78003692626953,0,0,0,28703.233648128353,108,0.0012,0.0,0.2907,8.095958634049511,0.0418041804180418
25430,MADRID,CUNDINAMARCA,5.599999904632568,5.364166259765625,298.3733215332031,146635.0,139712.0,6923.0,15.924946784973145,19.44131898880005,2,2,0,27984.552432483037,109,0.001,0.0,0.0654,0.0,0.0
76250,EL DOVIO,VALLE DEL CAUCA,6.900000095367432,6.357203006744385,741.6787719726562,9312.0,6041.0,3271.0,26.22601318359375,33.191187381744385,2,2,0,27961.774620956552,110,0.0394,0.0,0.0033,0.0,0.0
73124,CAJAMARCA,TOLIMA,6.699999809265137,5.941339015960693,793.1143798828125,18927.0,9878.0,9049.0,43.95743179321289,54.29292964935303,2,0,2,27913.1646697311,111,0.0229,0.0,0.0005,0.0,0.0
76306,GINEBRA,VALLE DEL CAUCA,6.599999904632568,5.734444618225098,713.3270263671875,24545.0,11874.0,12671.0,36.56307220458984,49.63436985015869,0,0,0,27313.80273152869,112,0.0095,0.0,0.1168,0.0,0.0
76275,FLORIDA,VALLE DEL CAUCA,6.300000190734863,5.319802284240723,669.1435546875,57017.0,40906.0,16111.0,30.45788955688477,35.81941270828247,1,1,0,27168.240844887485,113,0.0115,0.0,0.151,0.0,0.0
76606,RESTREPO,VALLE DEL CAUCA,6.5,6.080434799194336,558.6427612304688,16021.0,11017.0,5004.0,20.980615615844727,26.795895099639893,0,0,0,26429.33266241504,114,0.0042,0.0,0.017,0.0,0.0
73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,6.199999809265137,5.716095924377441,507.2236328125,40644.0,29925.0,10719.0,22.294832229614254,30.900450706481937,0,0,0,26397.00876707726,115,0.0099,0.0,0.1753,0.0,0.0
17050,ARANZAZU,CALDAS,6.800000190734863,6.244217872619629,727.3857421875,10781.0,7349.0,3432.0,30.19596290588379,32.71971583366394,0,0,0,26094.902733953517,116,0.0615,0.0,0.0003,0.0,0.0
