divipola,municipio,departamento,area_km2,celdas,muestreo,mmi_max,mmi_media,mmi_min,pga_max,vs30_medio,vs30_min,frac_mmi6,frac_mmi7,frac_mmi8,frac_pager6,frac_pager7,frac_pager8,peso_dano,pob_cabecera,pob_rural,pob_total,def_cuantitativo,def_cualitativo,def_habitacional,exposicion,vulnerabilidad,indice,pob_mmi6,pob_pager6,pob_mmi7,pob_pager7,pob_mmi8,pob_pager8,rank,nombre_norm,depto_norm,ambiguedad,requiere_contexto,menciones,notas_que_lo_nombran,menciones_nacional,menciones_regional,muertos_rep,heridos_rep,desaparecidos_rep,viv_colapsadas_rep,viv_averiadas_rep,fuente_perdidas,cobertura_dato,muertos_100k
05670,SAN ROQUE,ANTIOQUIA,424.854897622,429,celdas,5.300000190734863,4.8449883460998535,4.199999809265137,8.539999961853027,543.5419311523438,328.79998779296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0019980513025075,8391.0,16464.0,24855.0,5.876639366149902,57.082725524902344,62.959364891052246,49.6615651238244,1.6295936489105225,80.92817112074056,0,0,0,0,0,0,302,san roque,antioquia,unico,False,0,0,0,0,,,,,,,1,
05086,BELMIRA,ANTIOQUIA,296.153167005,301,celdas,5.599999904632568,4.862126350402832,4.400000095367432,9.82900047302246,609.8245239257812,257.1000061035156,0.0,0.0,0.0,0.0033222591362126,0.0,0.0,0.0076357191428542,1827.0,4321.0,6148.0,3.9667305946350098,60.07677459716797,64.04350519180298,46.944401290267706,1.6404350519180295,77.00924136786112,0,20,0,0,0,0,303,belmira,antioquia,unico,False,0,0,0,0,,,,,,,1,
19821,TORIBÍO,CAUCA,492.155208797,492,celdas,5.300000190734863,4.669309139251709,4.400000095367432,9.829999923706056,797.8221435546875,408.2000122070313,0.0,0.0,0.0,0.0,0.0,0.0,0.0011125771561637,2185.0,38303.0,40488.0,18.38169288635254,51.24140167236328,69.62309455871582,45.046023898757994,1.6962309455871585,76.408459712732,0,0,0,0,0,0,304,toribio,cauca,unico,False,0,0,0,0,,,,,,,1,
19807,TIMBÍO,CAUCA,201.319930171,196,celdas,5.300000190734863,4.64642858505249,4.0,7.063000202178955,460.3218994140625,226.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0012764949351549,15712.0,23822.0,39534.0,16.35555648803711,26.524444580078125,42.880001068115234,50.4649507664144,1.4288000106811525,72.10432219407673,0,0,0,0,0,0,305,timbio,cauca,unico,False,0,0,0,0,,,,,,,1,
05501,OLAYA,ANTIOQUIA,86.986191867,86,celdas,5.599999904632568,4.6697678565979,4.400000095367432,10.800000190734863,788.8756103515625,346.70001220703125,0.0,0.0,0.0,0.0232558139534883,0.0,0.0,0.0122138373553752,397.0,3099.0,3496.0,4.378818511962891,59.87779998779297,64.25661849975586,42.69957539439201,1.6425661849975586,70.13687865658211,0,81,0,0,0,0,306,olaya,antioquia,unico,False,3,3,3,0,,,,,,,1,
05890,YOLOMBÓ,ANTIOQUIA,943.972082361,945,celdas,5.400000095367432,4.721164226531982,4.099999904632568,8.717000007629395,534.1056518554688,293.3999938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.001413759891875,8119.0,17117.0,25236.0,7.450856208801269,66.04312133789062,73.4939775466919,35.677644631359726,1.734939775466919,61.898564765919765,0,0,0,0,0,0,307,yolombo,antioquia,unico,False,0,0,0,0,,,,,,,1,
73873,VILLARRICA,TOLIMA,430.463012345,432,celdas,5.699999809265137,4.696990966796875,4.400000095367432,11.729999542236328,737.6769409179688,279.29998779296875,0.0,0.0,0.0,0.0208333333333333,0.0,0.0,0.007225221954286,2049.0,3241.0,5290.0,18.153364181518555,42.305686950683594,60.45905113220215,38.22142413817346,1.6045905113220216,61.329734501327614,0,110,0,0,0,0,308,villarrica,tolima,unico,False,0,0,0,0,,,,,,,1,
41078,BARAYA,HUILA,786.002024772,784,celdas,5.5,4.533035755157471,4.099999904632568,9.82900047302246,697.116455078125,288.20001220703125,0.0,0.0,0.0,0.0025510204081632,0.0,0.0,0.0046585705131292,3849.0,4288.0,8137.0,7.377418041229248,47.008548736572266,54.385966777801514,37.90678826533258,1.543859667778015,58.52276153784791,0,21,0,0,0,0,309,baraya,huila,unico,False,0,0,0,0,,,,,,,1,
05234,DABEIBA,ANTIOQUIA,1957.26270789,1971,celdas,5.400000095367432,4.4502787590026855,4.099999904632568,9.70699977874756,732.603759765625,295.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0013841679319739,10272.0,14665.0,24937.0,30.176916122436523,33.5804557800293,63.75737190246582,34.516995719634,1.6375737190246582,56.52412505015925,0,0,0,0,0,0,310,dabeiba,antioquia,unico,False,2,1,2,0,,,,,,,1,
25290,FUSAGASUGÁ,CUNDINAMARCA,193.950736935,194,celdas,5.199999809265137,4.695361137390137,4.300000190734863,9.246999740600586,693.1350708007812,446.1000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0002929266775026,141800.0,21044.0,162844.0,1.82633376121521,15.538233757019045,17.364567518234253,47.701351871248335,1.1736456751823423,55.98448532404175,0,0,0,0,0,0,311,fusagasuga,cundinamarca,unico,False,1,1,1,0,,,,,,,1,
05658,SAN JOSÉ DE LA MONTAÑA,ANTIOQUIA,126.073583781,125,celdas,5.400000095367432,4.817600250244141,4.199999809265137,8.916999816894531,567.9567260742188,316.6000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0095600541681051,2643.0,1427.0,4070.0,2.0746889114379883,41.39004135131836,43.46473026275635,38.90942046418786,1.4346473026275637,55.82129511574883,0,0,0,0,0,0,312,san jose de la montana,antioquia,unico,False,0,0,0,0,,,,,,,1,
05656,SAN JERÓNIMO,ANTIOQUIA,161.265719985,160,celdas,5.400000095367432,4.695000171661377,4.5,9.659000396728516,808.8536987304688,415.2000122070313,0.0,0.0,0.0,0.0,0.0,0.0,0.0020502619445323,8640.0,10117.0,18757.0,2.128654956817627,41.70760345458984,43.83625841140747,38.45676329359412,1.4383625841140746,55.31476942763733,0,0,0,0,0,0,313,san jeronimo,antioquia,unico,False,0,0,0,0,,,,,,,1,
15676,SAN MIGUEL DE SEMA,BOYACÁ,93.9980690515,95,celdas,5.400000095367432,4.664210796356201,4.099999904632568,7.014999866485596,419.6788940429687,189.8000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.010093905031681,521.0,2560.0,3081.0,4.939516067504883,63.407257080078125,68.34677314758301,31.09932140260935,1.68346773147583,52.354704052088486,0,0,0,0,0,0,314,san miguel de sema,boyaca,unico,False,0,0,0,0,,,,,,,0,
25596,QUIPILE,CUNDINAMARCA,127.71713494,130,celdas,5.400000095367432,4.863077163696289,4.599999904632568,10.720000267028809,745.555419921875,452.6000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0051600779406726,987.0,4574.0,5561.0,10.662824630737305,61.753807067871094,72.4166316986084,28.69519342808053,1.724166316986084,49.47528596809688,0,0,0,0,0,0,315,quipile,cundinamarca,unico,False,0,0,0,0,,,,,,,1,
05310,GÓMEZ PLATA,ANTIOQUIA,332.204628468,336,celdas,5.5,4.6160712242126465,4.099999904632568,8.843000411987305,635.7532348632812,246.1999969482422,0.0,0.0,0.0,0.0029761904761904,0.0,0.0,0.0030576500575989,5649.0,4771.0,10420.0,2.5409562587738037,43.56402587890625,46.104982137680054,31.860713600181043,1.4610498213768006,46.55008991448192,0,31,0,0,0,0,316,gomez plata,antioquia,unico,False,0,0,0,0,,,,,,,1,
25486,NEMOCÓN,CUNDINAMARCA,98.3813517497,98,celdas,5.199999809265137,4.505102157592773,3.900000095367432,7.540999889373779,510.7887878417969,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021157700102776,8253.0,6805.0,15058.0,3.9525692462921143,37.37648391723633,41.32905316352844,31.859264814760536,1.4132905316352844,45.02639730756223,0,0,0,0,0,0,317,nemocon,cundinamarca,unico,False,0,0,0,0,,,,,,,1,
25295,GACHANCIPÁ,CUNDINAMARCA,42.9244211944,44,celdas,5.300000190734863,4.397727012634277,3.900000095367432,7.432000160217285,555.29541015625,210.3999938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0015515621053054,15981.0,5849.0,21830.0,3.499351978302002,20.736900329589844,24.23625230789185,33.87060075881891,1.2423625230789184,42.07956501692499,0,0,0,0,0,0,318,gachancipa,cundinamarca,unico,False,0,0,0,0,,,,,,,1,
25851,ÚTICA,CUNDINAMARCA,92.084321732,95,celdas,5.400000095367432,4.9178948402404785,4.5,10.649999618530272,644.2084350585938,389.6000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0059381863102316,2706.0,1638.0,4344.0,10.254854202270508,48.36165237426758,58.616506576538086,25.79548133164644,1.586165065765381,40.91589134286064,0,0,0,0,0,0,319,utica,cundinamarca,unico,False,0,0,0,0,,,,,,,1,
05150,CAROLINA,ANTIOQUIA,149.580818108,148,celdas,5.400000095367432,4.757432460784912,4.199999809265137,8.612000465393066,561.3013916015625,288.20001220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0051699522882699,2993.0,939.0,3932.0,2.0046260356903076,26.831148147583008,28.835774183273315,20.328252397477627,1.2883577418327332,26.19006135422012,0,0,0,0,0,0,320,carolina,antioquia,unico,False,24,14,24,0,,,,,,,1,
41885,YAGUARÁ,HUILA,332.915376491,334,celdas,5.400000095367432,4.703293323516846,4.099999904632568,8.081999778747559,517.8296508789062,248.6999969482422,0.0,0.0,0.0,0.0,0.0,0.0,0.002365960041061,6736.0,1338.0,8074.0,1.962457299232483,23.549488067626953,25.511945366859436,19.102761371526867,1.2551194536685943,23.97624741619233,0,0,0,0,0,0,321,yaguara,huila,unico,False,0,0,0,0,,,,,,,1,
05125,CAICEDO,ANTIOQUIA,200.129882946,204,celdas,5.300000190734863,4.888725280761719,4.699999809265137,10.720000267028809,811.3921508789062,553.2999877929688,0.0,0.0,0.0,0.0,0.0,0.0,0.0014888994628563,2131.0,7003.0,9134.0,1.9163763523101809,69.77352142333984,71.68989777565002,13.599607693729922,1.7168989777565002,23.349152547254334,0,0,0,0,0,0,322,caicedo,antioquia,unico,False,24,10,22,2,,,,,,,1,
05142,CARACOLÍ,ANTIOQUIA,262.798775634,260,celdas,5.5,4.886153697967529,4.199999809265137,9.041000366210938,503.6761474609375,267.20001220703125,0.0,0.0,0.0,0.0038461538461538,0.0,0.0,0.003195434808731,2771.0,1711.0,4482.0,9.133333206176758,52.33333206176758,61.466665267944336,14.321938812732697,1.614666652679443,23.125157002634904,0,17,0,0,0,0,323,caracoli,antioquia,unico,False,0,0,0,0,,,,,,,1,
52250,EL CHARCO,NARIÑO,2490.59691024,2481,celdas,5.199999809265137,4.276501178741455,3.700000047683716,5.546000003814697,509.2968444824219,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005157853593118,7530.0,14973.0,22503.0,85.50699615478516,13.12937068939209,98.63636684417725,11.606717940594535,1.9863636684417725,23.055162827048296,0,0,0,0,0,0,324,el charco,narino,palabra_riesgosa,True,0,0,0,0,,,,,,,0,
25317,GUACHETÁ,CUNDINAMARCA,170.173303581,173,celdas,5.300000190734863,4.354335308074951,3.900000095367432,6.714000225067139,547.3017578125,202.8000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.001098190085031,7757.0,7349.0,15106.0,2.6272189617156982,33.75148010253906,36.37869906425476,16.58925942447968,1.3637869906425475,22.624216187499663,0,0,0,0,0,0,325,guacheta,cundinamarca,unico,False,0,0,0,0,,,,,,,1,
19256,EL TAMBO,CAUCA,2739.59890644,2746,celdas,5.300000190734863,4.24552059173584,3.900000095367432,7.234000205993652,730.8097534179688,242.3999938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0002238060696981,2546.0,56009.0,58555.0,27.570873260498047,42.873023986816406,70.44389724731445,13.104964411177209,1.7044389724731446,22.336612075284005,0,0,0,0,0,0,326,el tambo,cauca,palabra_riesgosa,True,0,0,0,0,,,,,,,1,
05893,YONDÓ,ANTIOQUIA,1894.98115974,1912,celdas,5.400000095367432,4.814383029937744,4.0,6.885000228881836,268.08831787109375,191.1999969482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0005883708945475,11856.0,10573.0,22429.0,37.81805038452149,24.10763359069824,61.92568397521973,13.19657079380704,1.6192568397521971,21.368637519146137,0,0,0,0,0,0,327,yondo,antioquia,unico,False,0,0,0,0,,,,,,,1,
25123,CACHIPAY,CUNDINAMARCA,53.4526155412,54,celdas,5.300000190734863,4.799999713897705,4.400000095367432,9.946000099182127,696.5352172851562,468.1000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0015369437169283,4356.0,6010.0,10366.0,5.381165981292725,27.57847595214844,32.95964193344116,15.93195856967941,1.3295964193344116,21.183075067229936,0,0,0,0,0,0,328,cachipay,cundinamarca,unico,False,0,0,0,0,,,,,,,1,
25148,CAPARRAPÍ,CUNDINAMARCA,615.667597624,618,celdas,5.400000095367432,4.75032377243042,4.400000095367432,10.960000038146973,763.1543579101562,431.6000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0010433100396767,3561.0,7528.0,11089.0,25.351089477539062,45.73849868774414,71.0895881652832,11.569265029975211,1.710895881652832,19.79380789353472,0,0,0,0,0,0,329,caparrapi,cundinamarca,unico,False,0,0,0,0,,,,,,,1,
05038,ANGOSTURA,ANTIOQUIA,338.502286519,343,celdas,5.300000190734863,4.6740522384643555,4.099999904632568,8.187000274658203,563.0183715820312,326.6000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0008454847848042,3193.0,9365.0,12558.0,2.2919180393218994,67.4306411743164,69.7225592136383,10.617597927572206,1.697225592136383,18.02045892968977,0,0,0,0,0,0,330,angostura,antioquia,unico,False,0,0,0,0,,,,,,,1,
25377,LA CALERA,CUNDINAMARCA,326.57265076,325,celdas,5.300000190734863,4.429845809936523,4.0,6.0980000495910645,700.7086791992188,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002942893479485,18940.0,25434.0,44374.0,1.5511339902877808,26.8399658203125,28.39109981060028,13.058795525867026,1.2839109981060028,16.766331197678138,0,0,0,0,0,0,331,la calera,cundinamarca,palabra_riesgosa,True,0,0,0,0,,,,,,,1,
25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,61.8734486407,60,celdas,5.300000190734863,4.825000286102295,4.5,10.3100004196167,713.1200561523438,451.7000122070313,0.0,0.0,0.0,0.0,0.0,0.0,0.0022048344835639,1600.0,3627.0,5227.0,6.286127090454102,33.16474151611328,39.45086860656738,11.524669845588503,1.394508686065674,16.07125220371232,0,0,0,0,0,0,332,guayabal de siquima,cundinamarca,unico,False,0,0,0,0,,,,,,,1,
25740,SIBATÉ,CUNDINAMARCA,122.132672606,124,celdas,5.199999809265137,4.658064842224121,4.199999809265137,7.941999912261963,619.4749755859375,349.70001220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0002972751972265,27027.0,13469.0,40496.0,2.449394464492798,24.882152557373047,27.331547021865845,12.038456386886535,1.2733154702186584,15.328752754975245,0,0,0,0,0,0,333,sibate,cundinamarca,unico,False,0,0,0,0,,,,,,,1,
19517,PÁEZ,CAUCA,1793.14388826,1792,celdas,5.300000190734863,4.4090399742126465,4.0,9.777999877929688,780.2778930664062,359.1000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0001431459531886,2463.0,51820.0,54283.0,16.009571075439453,64.5396499633789,80.54922103881836,7.770391776939505,1.8054922103881836,14.029381824928672,0,0,0,0,0,0,334,paez,cauca,corto,True,0,0,0,0,,,,,,,1,
19318,GUAPI,CAUCA,2567.94927079,2560,celdas,5.199999809265137,4.477382659912109,3.799999952316284,6.329999923706055,445.573974609375,185.3999938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0002369157300563,14854.0,14912.0,29766.0,71.47876739501953,26.183929443359375,97.6626968383789,7.052033620857401,1.9766269683837892,13.93923983693592,0,0,0,0,0,0,335,guapi,cauca,unico,False,0,0,0,0,,,,,,,1,
73236,DOLORES,TOLIMA,651.950399544,646,celdas,5.400000095367432,4.7216715812683105,4.400000095367432,9.965999603271484,719.1463012695312,406.3999938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.000928021443542,3590.0,5045.0,8635.0,5.5113091468811035,47.65848922729492,53.169798374176025,8.013465164985973,1.5316979837417604,12.274208435993849,0,0,0,0,0,0,336,dolores,tolima,unico,False,3,3,3,0,,,,,,,1,
25779,SUSA,CUNDINAMARCA,104.154571461,106,celdas,5.300000190734863,4.313207149505615,4.0,6.859000205993652,622.450927734375,213.8000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.001308845472522,2778.0,3823.0,6601.0,3.217568874359131,34.72931671142578,37.94688558578491,8.63968896411825,1.3794688558578492,11.918181850299888,0,0,0,0,0,0,337,susa,cundinamarca,corto,True,0,0,0,0,,,,,,,1,
05425,MACEO,ANTIOQUIA,455.645902282,459,celdas,5.300000190734863,4.776252746582031,4.099999904632568,7.820000171661377,483.39892578125,281.8999938964844,0.0,0.0,0.0,0.0,0.0,0.0,0.0007786514470353,3581.0,5321.0,8902.0,9.760878562927246,51.43081283569336,61.191691398620605,6.931555181508884,1.6119169139862062,11.173091037302898,0,0,0,0,0,0,338,maceo,antioquia,unico,False,0,0,0,0,,,,,,,1,
52696,SANTA BÁRBARA,NARIÑO,1224.57560616,1222,celdas,5.199999809265137,4.461702346801758,3.700000047683716,5.860000133514404,396.6343994140625,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003600564959924,3964.0,10393.0,14357.0,85.05494689941406,14.35897445678711,99.41392135620116,5.169331112963846,1.9941392135620115,10.308365880247363,0,0,0,0,0,0,339,santa barbara,narino,palabra_riesgosa,True,0,0,0,0,,,,,,,0,
15176,CHIQUINQUIRÁ,BOYACÁ,165.013670784,163,celdas,5.199999809265137,4.353987693786621,4.0,6.150000095367432,580.1736450195312,245.8000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0001485462707933,51635.0,6695.0,58330.0,2.146185874938965,16.304880142211914,18.45106601715088,8.664703975373413,1.1845106601715087,10.26343422606026,0,0,0,0,0,0,340,chiquinquira,boyaca,unico,False,0,0,0,0,,,,,,,0,
23807,TIERRALTA,CÓRDOBA,4937.63144278,3139,celdas,5.199999809265137,4.246097564697266,3.799999952316284,5.7829999923706055,544.4349975585938,202.6000061035156,0.0,0.0,0.0,0.0,0.0,0.0,4.832617923966609e-05,46621.0,55766.0,102387.0,44.314151763916016,40.57875061035156,84.89290237426758,4.947972513811692,1.848929023742676,9.148449989467446,0,0,0,0,0,0,341,tierralta,cordoba,unico,False,0,0,0,0,,,,,,,0,
25736,SESQUILÉ,CUNDINAMARCA,141.190757855,142,celdas,5.199999809265137,4.293662071228027,3.900000095367432,6.951000213623047,600.860595703125,229.8000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0004670041089411,4986.0,8088.0,13074.0,2.4120895862579346,42.83638381958008,45.24847340583801,6.10561172029702,1.4524847340583802,8.868307815819346,0,0,0,0,0,0,342,sesquile,cundinamarca,unico,False,0,0,0,0,,,,,,,1,
25398,LA PEÑA,CUNDINAMARCA,128.452388759,127,celdas,5.300000190734863,4.6968512535095215,4.400000095367432,9.734000205993652,727.8220825195312,444.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0007694581872783,1511.0,4549.0,6060.0,13.98568058013916,65.0596694946289,79.04535007476807,4.662916614906862,1.7904535007476805,8.348735376854515,0,0,0,0,0,0,343,la pena,cundinamarca,palabra_riesgosa,True,0,0,0,0,,,,,,,1,
25095,BITUIMA,CUNDINAMARCA,61.0470760951,62,celdas,5.300000190734863,4.848386764526367,4.599999904632568,10.109999656677246,730.8355712890625,501.6000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0021531966049224,621.0,1840.0,2461.0,5.543237209320068,42.35033416748047,47.89357137680054,5.29901684471406,1.4789357137680057,7.8369052595058735,0,0,0,0,0,0,344,bituima,cundinamarca,unico,False,0,0,0,0,,,,,,,1,
19824,TOTORÓ,CAUCA,404.479548798,401,celdas,5.199999809265137,4.528179168701172,4.099999904632568,7.267000198364258,585.2897338867188,305.70001220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0001444211811758,1089.0,26621.0,27710.0,28.27092933654785,53.80731964111328,82.07824897766113,4.001910930383019,1.8207824897766112,7.286609347687028,0,0,0,0,0,0,345,totoro,cauca,unico,False,0,0,0,0,,,,,,,1,
